Timestamp,Tx_Packet,Rx_Packet,BW_Utilization
2020-10-18 13:49:41,36,33,0.000345916748046875
2020-10-18 13:49:42,1,1,0.00035507199509302154
2020-10-18 13:49:43,37,33,0.00035964963111328167
2020-10-18 13:49:44,1,2,0.0003642272674827857
2020-10-18 13:49:45,38,34,0.00037338254057103976
2020-10-18 13:49:46,6,5,0.0004017638875287979
2020-10-18 13:49:47,39,35,0.00041091915880097296
2020-10-18 13:49:48,7,6,0.0004200744315399812
2020-10-18 13:49:49,39,35,0.0004200744308414893
2020-10-18 13:49:50,8,7,0.00042922970427898934
2020-10-18 13:49:51,40,36,0.0004383849770179974
2020-10-18 13:49:52,9,8,0.0004475402497570055
2020-10-18 13:51:07,61,62,0.0005743408203125
2020-10-18 13:51:08,1,1,0.0005834960499312728
2020-10-18 13:51:09,62,63,0.0005926513226702843
2020-10-18 13:51:10,2,2,0.0006018065954092925
2020-10-18 13:51:11,63,64,0.0006109618681483006
