Timestamp,Tx_Packet,Rx_Packet,BW_Utilization
2020-10-18 13:49:41,27,36,0.0003082275390625
2020-10-18 13:49:42,1,1,0.000317382788984105
2020-10-18 13:49:43,28,37,0.00032653806172311487
2020-10-18 13:49:44,2,2,0.00033569333446212295
2020-10-18 13:49:45,29,37,0.0003402709704823811
2020-10-18 13:49:46,7,5,0.00036865231778938516
2020-10-18 13:49:47,30,38,0.00037780758906156024
2020-10-18 13:49:48,8,6,0.0003869628618005685
2020-10-18 13:49:49,30,38,0.0003869628611020766
2020-10-18 13:49:50,9,7,0.0003961181345395767
2020-10-18 13:49:51,31,39,0.0004052734072785847
2020-10-18 13:49:52,10,8,0.0004144286800175928
2020-10-18 13:51:07,54,57,0.0004931640625
2020-10-18 13:51:08,1,1,0.000502319298312068
2020-10-18 13:51:09,55,58,0.000511474571051079
2020-10-18 13:51:10,2,2,0.0005206298437900871
2020-10-18 13:51:11,56,59,0.0005297851165290951
