Timestamp,Tx_Packet,Rx_Packet,BW_Utilization
2020-10-18 13:49:41,41,38,0.000423583984375
2020-10-18 13:49:42,1,1,0.0004327392254956067
2020-10-18 13:49:43,41,39,0.0004373168615158672
2020-10-18 13:49:44,2,2,0.0004464721346041213
2020-10-18 13:49:45,42,40,0.0004556274073431294
2020-10-18 13:49:46,10,6,0.0004968261371133875
2020-10-18 13:49:47,43,40,0.0005014037706889238
2020-10-18 13:49:48,11,7,0.0005105590437771781
2020-10-18 13:49:49,43,41,0.0005151366797974362
2020-10-18 13:49:50,12,8,0.0005242919528856904
2020-10-18 13:49:51,44,41,0.0005288695889059484
2020-10-18 13:49:52,13,9,0.0005380248619942025
2020-10-18 13:51:07,59,64,0.0005743408203125
2020-10-18 13:51:08,1,1,0.0005834960499312728
2020-10-18 13:51:09,60,65,0.0005926513226702843
2020-10-18 13:51:10,1,2,0.0005972289586905424
2020-10-18 13:51:11,61,65,0.0006018065950600465
