Timestamp,Tx_Packet,Rx_Packet,BW_Utilization
2020-10-18 13:49:41,33,32,0.00032318115234375
2020-10-18 13:49:42,1,1,0.00033233640112448484
2020-10-18 13:49:43,34,33,0.0003414916738634948
2020-10-18 13:49:44,2,2,0.0003506469466025029
2020-10-18 13:49:45,35,33,0.00035522458262276103
2020-10-18 13:49:46,7,5,0.0003836059299297651
2020-10-18 13:49:47,36,34,0.0003927612012019402
2020-10-18 13:49:48,7,6,0.00039733883722219837
2020-10-18 13:49:49,37,35,0.0004064941103104525
2020-10-18 13:49:50,8,6,0.00041107174633071055
2020-10-18 13:49:51,38,36,0.00042022701941896466
2020-10-18 13:49:52,8,7,0.0004248046554392228
2020-10-18 13:51:07,61,61,0.00056396484375
2020-10-18 13:51:08,1,0,0.000568542437441647
2020-10-18 13:51:09,62,62,0.0005776977105299044
2020-10-18 13:51:10,2,1,0.0005868529832689125
2020-10-18 13:51:11,63,63,0.0005960082560079206
