Timestamp,Tx_Packet,Rx_Packet,BW_Utilization
2020-10-18 13:49:41,30,33,0.0003082275390625
2020-10-18 13:49:42,1,1,0.000317382788984105
2020-10-18 13:49:43,31,34,0.00032653806172311487
2020-10-18 13:49:44,2,2,0.00033569333446212295
2020-10-18 13:49:45,31,35,0.0003402709704823811
2020-10-18 13:49:46,5,6,0.00036544797208626015
2020-10-18 13:49:47,32,35,0.00037002560688415736
2020-10-18 13:49:48,6,7,0.00037918087997241163
2020-10-18 13:49:49,32,36,0.00038375851599266965
2020-10-18 13:49:50,7,8,0.00039291378908092375
2020-10-18 13:49:51,33,36,0.00039749142510118183
2020-10-18 13:49:52,8,9,0.00040664669818943594
2020-10-18 13:51:07,55,54,0.00048248291015625
2020-10-18 13:51:08,1,1,0.0004916381467832252
2020-10-18 13:51:09,56,55,0.0005007934195222361
2020-10-18 13:51:10,2,2,0.0005099486922612442
2020-10-18 13:51:11,57,56,0.0005191039650002524
