Timestamp,Tx_Packet,Rx_Packet,BW_Utilization
2020-10-18 13:49:41,43,48,0.000497589111328125
2020-10-18 13:49:42,1,0,0.0005021667100838386
2020-10-18 13:49:43,44,49,0.0005113219831720955
2020-10-18 13:49:44,2,1,0.0005204772559111036
2020-10-18 13:49:45,45,50,0.0005296325286501117
2020-10-18 13:49:46,8,8,0.0005726623131078698
2020-10-18 13:49:47,46,51,0.0005818175832624579
2020-10-18 13:49:48,9,9,0.0005909728560014662
2020-10-18 13:49:49,47,51,0.0005955504920217243
2020-10-18 13:49:50,9,10,0.0006001281283912283
2020-10-18 13:49:51,48,52,0.0006092834014794824
2020-10-18 13:49:52,10,11,0.0006184386742184904
2020-10-18 13:51:07,63,70,0.000641937255859375
2020-10-18 13:51:08,1,0,0.000646514843602199
2020-10-18 13:51:09,64,71,0.0006556701166904569
2020-10-18 13:51:10,2,1,0.0006648253894294649
2020-10-18 13:51:11,65,72,0.0006739806621684731
