Timestamp,Tx_Packet,Rx_Packet,BW_Utilization
2020-10-18 13:49:41,34,38,0.0003741455078125
2020-10-18 13:49:42,1,1,0.00038330075270496313
2020-10-18 13:49:43,35,38,0.0003878783887252233
2020-10-18 13:49:44,1,2,0.0003924560250947274
2020-10-18 13:49:45,36,39,0.00040161129818298147
2020-10-18 13:49:46,6,8,0.0004396056822501146
2020-10-18 13:49:47,37,40,0.0004487609527888731
2020-10-18 13:49:48,7,9,0.00045791622552788136
2020-10-18 13:49:49,37,40,0.0004579162248293895
2020-10-18 13:49:50,8,10,0.00046707149826688955
2020-10-18 13:49:51,38,41,0.0004762267710058977
2020-10-18 13:49:52,9,11,0.0004853820437449058
2020-10-18 13:51:07,55,60,0.000525970458984375
2020-10-18 13:51:08,1,1,0.0005351256922935135
2020-10-18 13:51:09,55,60,0.0005351256915950247
2020-10-18 13:51:10,2,2,0.0005442809650325248
2020-10-18 13:51:11,56,61,0.0005534362377715329
